,digitPMTID,digitTime,digitCharge
115,"[6, 10, 13, 17, 18, 27, 59, 66, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 97, 99, 101, 102, 103, 104, 121, 145, 164, 167, 173, 181, 206, 224, 228, 231]","[336.6155708737864, 332.40626363636363, 336.1143920245399, 351.0076463768116, 335.48289120879116, 336.20785263157893, 397.91241880341886, 336.4103694214876, 337.9917101010101, 336.250426984127, 338.84569999999997, 339.3661207792208, 405.1112076923077, 338.0840152610442, 336.17458767123287, 338.49413333333337, 337.3894361702127, 336.70096666666666, 359.78078275862066, 377.94125238095245, 337.980544654088, 337.35463162393165, 336.9890164948454, 336.43053157894735, 338.289462295082, 337.3056641025641, 342.56293999999997, 337.31061856287425, 336.69652178770946, 337.5038268907563, 336.531731292517, 345.0270999999999, 348.0351103448276, 346.6500608695652, 349.3594974025974, 328.58735064935064, 346.5363, 341.99473333333333, 345.7918612903226, 346.0710090909091, 343.3558]","[2.1875, 2.4414062500000533, 3.96484375, 2.1484374999999467, 2.1142578125001066, 1.9091796874998934, 1.9140624999998934, 6.987304687500053, 4.516601562500107, 3.6621093750001066, 3.3349609375000533, 5.908203125, 2.1142578125, 5.170898437499893, 4.2529296875, 1.6406249999998934, 0.7519531250001066, 4.55078125, 1.982421875, 1.8652343749998934, 2.3974609375000533, 4.375, 5.21484375, 2.4169921875001066, 4.277343749999947, 14.438476562500053, 2.3144531250001066, 2.6367187500001066, 8.378906250000053, 3.28125, 4.501953125000107, 0.5566406250000533, 1.6357421874998934, 2.2119140624999467, 1.8164062500000533, 2.0410156249998934, 1.2304687500000533, 1.4794921875000533, 4.458007812500107, 1.6894531249998934, 1.6455078125001066]"
116,"[2, 6, 13, 20, 23, 54, 58, 61, 66, 67, 68, 71, 73, 74, 75, 78, 80, 83, 86, 87, 88, 94, 96, 97, 99, 102, 103, 104, 106, 107, 108, 109, 115, 128, 131, 137, 165, 197, 198, 206, 228]","[335.02661111111115, 336.1560285714286, 343.5373392156863, 335.2904613861386, 336.1227512195122, 335.52536363636364, 336.23892432432433, 336.0204954887218, 336.69247777777775, 335.3027930232558, 336.5244333333333, 337.64276122448985, 337.2472185840708, 336.88585217391307, 337.5096606557377, 338.6995837837838, 336.8414799554566, 337.9838, 371.0460956521739, 337.38976542056076, 337.28811578947375, 338.4488496350365, 336.80424444444446, 336.97388260869565, 337.0304185185185, 359.87432093023256, 339.60574285714284, 348.0307093023256, 344.9565692307692, 336.567802970297, 338.0582619047619, 336.53885384615387, 334.68059090909094, 350.25158699186994, 343.7163000000001, 345.9270555555557, 321.493, 429.3893333333333, 346.1043553191489, 340.01907441860465, 638.3279260869565]","[1.1914062499998934, 1.8115234375000533, 1.0009765624998934, 4.140624999999947, 2.6123046875000533, 1.2890624999999467, 0.5957031249999467, 1.8652343749998934, 2.8320312500001066, 1.3769531250001066, 5.595703124999893, 1.5771484375, 3.41796875, 1.9042968750000533, 3.2861328124999467, 5.205078124999947, 8.75, 3.2568359375, 2.9296875000001066, 14.04296875, 4.033203124999893, 4.741210937499893, 6.889648437499947, 2.3388671875001066, 3.8671875, 2.8710937500001066, 1.8603515625000533, 4.746093749999893, 2.5, 1.8994140625001066, 1.7236328125001066, 1.7236328124998934, 2.4023437499998934, 2.1142578125001066, 0.6884765624998934, 0.8105468749998934, 0.5419921875, 1.4453125, 2.3193359375000533, 2.6074218749999467, 1.6699218750001066]"
117,"[6, 8, 13, 18, 20, 29, 52, 59, 60, 61, 62, 65, 66, 67, 72, 73, 74, 75, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 99, 102, 103, 116, 118, 143, 151, 166, 172, 174, 228]","[336.55387797833936, 336.6285, 347.5018, 337.15409999999997, 336.8488033898305, 73.39389999999999, 369.1964857142857, 353.9324146341463, 336.87758823529407, 335.8356333333333, 337.71273902439026, 336.6028690140845, 339.0964731958763, 364.6924877094972, 338.56807647058815, 345.26661084337354, 336.31486019417474, 338.5119896551724, 337.30817567567567, 336.9779538461538, 337.56523238434164, 338.3982163265306, 337.1017662824207, 338.57012653061224, 338.8559487804878, 338.21128695652175, 370.39744028776977, 337.67281428571425, 338.22790000000003, 337.4360545454545, 337.20845185185186, 340.87359999999995, 481.176, 346.18037164179106, 348.2909432432432, 329.1185, 347.099552173913, 348.66008135593216, 342.6961655737705]","[5.419921875000107, 1.2060546874999467, 2.7539062499998934, 1.81640625, 1.181640625, 2.880859375, 1.6015624999998934, 0.9277343749998934, 1.2402343750001066, 2.0947265625, 1.962890624999947, 3.3056640625001066, 1.1914062500001066, 5.634765625, 0.9667968750001066, 4.531249999999893, 2.7832031249999467, 1.5576171875000533, 10.000000000000053, 3.7597656250001066, 4.707031249999893, 1.7480468750001066, 11.235351562499893, 3.2324218750000533, 4.409179687500107, 1.806640625, 1.8310546874998934, 5.463867187500053, 2.0410156249998934, 3.9599609375001066, 3.7744140625, 2.0263671875001066, 1.4794921875000533, 1.5283203124999467, 1.5429687500001066, 1.318359375, 1.0400390625001066, 1.6406250000001066, 2.6318359375000533]"
118,"[6, 8, 12, 20, 23, 60, 62, 66, 67, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 101, 102, 103, 104, 109, 111, 114, 115, 116, 117, 136, 152, 161, 169, 181, 235]","[336.4282723163842, 334.9822142857143, 367.3695272727273, 337.09448819875774, 335.00239999999997, 336.8522620320856, 338.29119887640445, 339.2540333333333, 336.7473197183099, 336.27992325581397, 337.3094660377359, 337.0312666666667, 337.19105903614457, 339.96805806451613, 337.61531481481484, 336.45037142857143, 338.99720909090905, 337.5403, 338.3158962406015, 337.4898111111111, 337.3919369863014, 340.6779, 338.46986019417477, 336.59833864168615, 337.8065153846154, 339.8111128205128, 336.4696434782609, 345.9289385964912, 337.1936900990099, 337.2694, 336.3770192546584, 336.76578571428564, 336.21759999999995, 337.5238882352941, 371.2562545454545, 347.0262818181818, 362.6939117647059, 349.2839, 347.1074292517007, 464.8272529411765]","[4.321289062499893, 0.6884765624999467, 1.2646484375, 3.1787109375000533, 2.7001953124999467, 3.9892578125001066, 3.0859375000001066, 1.4550781250000533, 5.629882812499947, 1.6162109375, 1.71875, 7.436523437499947, 7.275390625, 0.6250000000000533, 3.759765625, 2.4267578125, 2.4121093750000533, 4.716796875, 2.646484375, 3.0175781249998934, 7.548828124999893, 0.4687499999998934, 4.555664062500053, 9.252929687500053, 1.5722656250001066, 3.7304687500000533, 1.8554687499999467, 3.9062500000001066, 4.067382812500107, 1.0546874999999467, 2.6757812499999467, 1.5625000000001066, 0.15136718750010658, 1.8896484374999467, 2.2851562500001066, 2.2998046875001066, 1.1132812499999467, 0.9521484374999467, 1.953125, 2.0751953125000533]"
119,"[3, 6, 9, 18, 26, 49, 52, 58, 59, 66, 67, 68, 70, 72, 73, 74, 75, 81, 83, 85, 86, 87, 88, 94, 96, 97, 102, 103, 104, 114, 115, 117, 153, 157, 173, 176, 178, 179, 184, 187, 193, 207, 224]","[344.35755074626866, 380.81225765765765, 331.33099999999996, 344.9483857142855, -49.12949696969696, 338.31455714285715, 335.5189032967033, 337.0754510638298, 335.9022338308457, 337.05273389830506, 338.66356343612335, 336.83682631578944, 338.55637567567567, 336.33390854700855, 337.46617272727275, 336.67458356164383, 336.41606683937823, 336.8357175257732, 337.48344285714285, 337.58569682539684, 338.888012244898, 337.47411463414636, 337.14029246231155, 338.4556761904762, 336.549726910299, 337.18909999999994, 336.71465797101445, 336.88326666666666, 336.5992142857143, 337.41124285714284, 335.70616666666666, 340.2008268817204, 346.8876271604938, 347.1955999999999, 329.16942857142857, 348.1396130434783, -88.53184074074073, 348.3365793103448, 352.56377272727275, 346.3182188679245, 346.118235483871, 333.50870000000003, 349.12143684210525]","[2.4121093750000533, 2.5927734375000533, 0.986328125, 0.8349609375001066, 1.8945312499999467, 2.275390625, 1.6845703125, 2.8710937499998934, 2.9150390625, 1.1572265625, 3.3154296875001066, 6.313476562500107, 3.6621093749999467, 4.27734375, 2.1435546875000533, 7.675781249999947, 6.279296875, 3.5546875, 5.8544921875, 3.6865234374999467, 3.7890624999998934, 8.061523437500107, 13.662109375000107, 2.3388671875000533, 7.739257812499947, 0.6982421875001066, 2.9736328125000533, 0.80078125, 1.03515625, 1.2499999999998934, 2.5292968749999467, 2.4218750000000533, 1.9921875000001066, 0.7958984375001066, 4.165039062500107, 1.6748046874999467, 1.9775390624999467, 1.6259765625001066, 2.0068359374998934, 4.160156250000107, 1.9091796875, 1.6943359375, 1.7382812499999467]"
120,"[3, 5, 8, 17, 18, 20, 32, 41, 53, 61, 62, 65, 67, 68, 71, 73, 74, 75, 78, 80, 81, 86, 88, 91, 94, 96, 97, 101, 102, 103, 109, 113, 116, 122, 123, 124, 133, 165, 166, 170, 172, 184]","[376.8566795918367, 333.139928358209, 335.43196666666665, 335.19106666666664, 336.5445761904762, 336.63584528301885, 342.10747647058827, 356.007393939394, 335.2032857142857, 337.62230000000005, 335.6979595744681, 338.0785461538462, 336.992690521327, 336.2386711340206, 337.5445051948052, 336.2563193548387, 336.6862, 337.50594788732394, 337.7587743589744, 338.3437, 337.1173319148936, 344.447096969697, 337.1554842105263, 339.7563347826087, 336.9905475935829, 338.6135142857143, 336.8650856115108, 337.992862962963, 336.7176588235294, 336.9320666666667, 336.4744543859649, 341.28597837837833, 335.45134834437084, 343.35157142857145, 335.24618852459014, 335.1380545454545, 344.41183333333333, 329.61224731182796, 381.51491176470586, 347.2289518072289, 329.7749769230769, 347.5365930232558]","[2.5244140625, 5.488281249999947, 1.6162109374999467, 2.0703124999998934, 1.6064453124998934, 0.6738281249998934, 1.1914062500000533, 2.353515625, 1.953125, 1.6601562499998934, 2.5097656249998934, 2.4414062499998934, 10.917968750000107, 10.156249999999893, 1.7919921874998934, 2.9931640625001066, 3.5449218749999467, 3.4423828125001066, 5.605468750000107, 3.9599609374998934, 5.014648437500107, 1.8798828124999467, 5.400390625, 1.6601562499998934, 4.3798828125, 5.4296875, 3.6181640625, 3.30078125, 1.5771484375, 1.6210937499999467, 1.494140625000053, 2.2021484375001066, 2.2900390624998934, 1.6894531249999467, 2.3925781250000533, 1.0791015625000533, 1.2841796875001066, 2.3730468749999467, 1.5966796874998934, 1.8310546875000533, 1.6796874999998934, 2.3779296874999467]"
121,"[3, 6, 12, 20, 23, 45, 49, 53, 55, 59, 61, 62, 66, 67, 71, 72, 73, 74, 75, 78, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 103, 104, 114, 127, 163, 173, 181, 205, 213]","[336.6069727272727, 336.31048477366255, 344.2428869565217, 336.6138972972973, 334.5782803149606, 337.6883702702703, 344.2489727272727, 336.36066666666665, 335.0004625766871, 349.8434360902255, 337.74420476190477, 336.78769130434785, 338.14906065573774, 336.3942294117647, 339.7772555555556, 336.90932424242425, 338.12100526315794, 336.49145603864736, 338.0304304347826, 339.35493043478266, 337.8377067357513, 337.48013177570095, 339.6422047619048, 338.5433872611465, 337.6861887218045, 336.7316550724638, 337.39108235294117, 336.09296129032253, 339.44275217391305, 337.54562815533984, 337.91768108108107, 336.83452564102566, 335.0077923076923, 350.3766096774194, 344.07131515151514, 328.83592, 346.92951739130433, 343.59585263157896, 336.5758507246377]","[2.1972656249999467, 4.873046875, 3.6230468750001066, 1.953125, 2.7978515624999467, 1.6699218749999467, 2.705078125, 2.1826171875000533, 2.2802734374999467, 1.7480468749999467, 2.5146484374999467, 3.5546874999998934, 3.6279296874998934, 2.2119140625, 0.6933593750000533, 3.9208984375001066, 1.2597656249999467, 8.906250000000053, 2.3535156249998934, 0.6396484374998934, 4.316406249999893, 3.0810546874998934, 1.6259765625000533, 3.3496093750001066, 3.8085937500001066, 5.473632812500107, 2.4169921875, 2.6367187500001066, 1.5673828125, 2.2705078124998934, 3.3837890625, 2.1923828124998934, 1.7871093750000533, 2.0019531249998934, 2.3876953125000533, 2.6513671875000533, 1.7822265625, 1.5087890624998934, 2.2900390625]"
122,"[3, 12, 13, 15, 18, 20, 49, 58, 59, 60, 65, 66, 67, 68, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 108, 109, 116, 136, 139, 148, 159, 167, 178, 180, 194, 215, 235]","[336.5677, -122.59653333333294, 358.6373327868852, 346.00503333333336, 335.7920487179487, 337.20557959183674, 340.5817, 336.3912315789473, 334.789, 335.5526, 336.3089608695652, 335.8575571428571, 336.5407, 337.711690070922, 337.4369, 337.80951728395064, 337.54615505617977, 337.55255, 338.00547741935486, 337.4209651162791, 336.8251333333333, 337.46872744063324, 338.60887142857143, 339.1574, 337.2566615384615, 337.0954105860113, 337.4108842105263, 336.5216255033557, 337.3071, 337.1234922330097, 361.7442842105263, 372.94235342465754, 336.54207142857143, 337.6676463414634, 336.6827952380952, 335.47183008849555, 345.8327672131148, 87.27816923076922, 349.5711764705882, 354.55346000000003, 345.7867181818182, 348.005304494382, 346.87897878787874, 351.3782827586207, 335.58505294117646, 340.36696896551723]","[4.770507812500053, 3.5888671875001066, 2.6904296875, 3.2177734375001066, 1.7285156250000533, 0.7226562499999467, 0.9228515624999467, 2.3730468750001066, 0.9619140625, 1.8603515625001066, 4.155273437500053, 2.0556640625001066, 3.5937499999999467, 2.4560546875001066, 3.26171875, 2.3535156250000533, 6.118164062500053, 4.760742187500107, 2.4560546875, 6.093750000000107, 6.191406250000053, 7.5927734375, 0.4541015625001066, 0.8984375000000533, 9.873046875, 18.408203125, 3.3740234375000533, 5.190429687500053, 1.9042968750001066, 5.644531250000107, 0.673828125, 1.7822265624998934, 2.2509765625, 1.2646484375, 4.047851562499893, 4.624023437500107, 1.7382812499998934, 2.138671875, 1.6845703125, 3.3105468749998934, 2.0117187500000533, 2.9101562500000533, 1.8505859375000533, 1.0009765625000533, 1.5771484374999467, 3.1933593750001066]"
123,"[3, 6, 10, 13, 18, 20, 23, 27, 51, 54, 58, 59, 60, 62, 65, 66, 67, 68, 70, 71, 72, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 105, 107, 108, 109, 120, 168, 203, 207, 215, 216, 235]","[335.78869999999995, 348.05060000000003, 354.22808181818186, 335.55773137254903, 335.5784478260869, 337.1521828220859, 340.65409341317365, 335.56679999999994, 351.1962, 349.09892700729927, 335.9926, 539.6871818181818, 336.7156355140187, 336.3227444444444, 338.12540707070707, 337.15579316770186, 349.9288818181818, 368.06141450381676, 338.12828974358973, 336.18606363636366, 342.38202195121954, 336.46165862068966, 337.17038348623856, 337.3041205128205, 336.61216666666667, 336.93339999999995, 370.2016846153846, 339.61139826589596, 338.1374701754386, 337.0900548387097, 338.42750666666666, 337.2905488372093, 370.3392285714286, 337.3983396694215, 337.25099090909094, 336.48224556962026, 374.2251761904762, 336.9355025974026, -Infinity, 335.44769999999994, 359.50608571428575, 472.8080512820513, 145.20387142857138, 342.2037, 334.9962483870968, 344.843824691358, 338.7987775510204]","[1.6406250000001066, 4.394531249999947, 2.5878906249999467, 0.8837890624999467, 0.7714843750001066, 4.6826171875, 6.069335937499893, 2.24609375, 2.2021484375001066, 1.894531250000053, 1.5869140625000533, 1.6455078125000533, 1.8896484375, 5.024414062500053, 4.467773437500053, 2.8271484375000533, 5.678710937499947, 2.1142578125000533, 1.3623046875000533, 1.0400390624998934, 2.568359375, 2.5683593750001066, 7.2314453125, 9.282226562500053, 9.711914062500107, 1.8310546875001066, 1.2695312500001066, 3.5888671874998934, 9.501953125000053, 8.442382812500053, 6.157226562500053, 12.744140625000053, 4.39453125, 4.0283203125, 1.0595703124999467, 3.6132812499998934, 2.3974609375001066, 1.3671874999999467, 3.5009765625, 2.7148437500000533, 1.0009765625, 1.7724609374998934, 0.9179687500001066, 1.2988281249998934, 1.7773437500001066, 2.509765625, 2.1142578125001066]"
124,"[6, 13, 18, 20, 51, 52, 55, 60, 62, 65, 66, 67, 68, 71, 72, 73, 74, 75, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 101, 102, 103, 104, 105, 106, 115, 124, 129, 142, 143, 173, 235]","[342.3507904761905, 364.1321, 335.5708441860465, 336.73577808219176, 336.6536693877551, 343.5358231884058, 335.29887692307693, 336.279, 337.9590719298246, 336.7179835820896, 337.0281545454546, 339.1579727272727, 338.29472767295596, 338.4517408163265, 336.49170446927377, 337.0921307692308, 335.86252558139535, 337.9363169491525, 337.6086632653061, 337.4829111111111, 336.95163333333335, 400.36809306930695, 385.31874597701153, 336.3033172413793, 338.79462727272727, 336.96480264900663, 336.90688256880736, 337.0063248062015, 337.42990000000003, 336.0506, 338.3271660377358, 336.5674805825243, 388.49603333333346, 336.1943714285714, 343.3206764705882, 335.4062170212766, 347.30145132743365, 345.3488585365854, 345.07745862068964, 346.92951515151515, 341.3475666666667]","[0.7080078124998934, 1.8603515624999467, 2.3974609375, 3.90625, 2.7587890625, 2.3242187500000533, 2.1093749999998934, 4.809570312499947, 1.2353515624998934, 6.850585937499893, 2.0458984374998934, 0.5517578125000533, 3.7353515625000533, 3.2519531250001066, 5.112304687499947, 3.9306640624999467, 6.645507812500053, 5.971679687500107, 4.90234375, 4.8486328125, 6.103515624999947, 4.663085937500053, 2.3632812499999467, 2.5048828124998934, 1.7968749999998934, 3.7695312499998934, 2.8124999999999467, 4.130859375000053, 3.4521484375, 2.4951171875000533, 4.1943359375, 3.0761718749999467, 1.1523437499998934, 2.7246093750000533, 1.6796875000001066, 1.7626953125, 2.0312500000001066, 1.6503906249998934, 1.7480468750000533, 1.943359375, 4.013671874999893]"
125,"[2, 3, 10, 17, 18, 20, 53, 54, 62, 65, 66, 67, 71, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 101, 102, 104, 108, 109, 111, 113, 118, 129, 151, 160, 164, 172, 185, 186, 205, 206, 210]","[341.59302112676056, 335.4359105263158, 332.8471727272727, 333.2258545454545, 337.77363488372094, 336.0356804597701, 335.2847142857143, 337.4962727272727, 335.94086, 337.0797, 337.04994528301887, 539.9023363636363, 337.6089592592592, 338.3784151515151, 337.6694263157895, 336.49964444444447, 337.14739195402296, 340.0439967213115, 337.36351255230124, 336.9923128205128, 337.7651481675393, 337.7754392156863, 337.40685615615615, 337.01155609756097, 373.9222678160919, 337.1732459770115, 337.16195525114153, 337.7669561151079, 337.07349281437126, 335.9879033707865, 336.9756052631579, 341.72804545454545, 338.53841428571434, 563.9883152542372, 335.89045714285714, 479.5989743589744, 343.44690410958907, 344.2221927536232, 359.1005, 346.25689090909094, 328.62074210526316, 346.5748565217391, 347.33436153846156, -76.76685413533835, 346.4578485981308, 214.0913818181818]","[3.8964843750001066, 3.5888671874999467, 2.5195312500001066, 1.4111328125, 0.9033203124998934, 5.263671874999947, 2.2656249999998934, 2.9199218750000533, 4.487304687499893, 7.954101562499893, 2.0849609375000533, 3.0175781250000533, 3.6181640625, 5.166015625000107, 2.861328125, 4.687499999999893, 6.386718749999947, 2.7539062500000533, 6.508789062499947, 1.9189453125, 7.9931640625, 6.342773437499947, 6.733398437499947, 2.6757812500000533, 2.0312500000000533, 2.6025390624999467, 13.354492187500053, 8.339843749999947, 5.429687500000107, 4.609375000000107, 2.6562499999998934, 1.5722656250000533, 1.6601562499998934, 1.3623046875001066, 1.0644531250001066, 1.6601562499998934, 1.9189453124999467, 1.8261718749998934, 1.2939453124998934, 1.8652343749998934, 2.1484374999999467, 4.672851562500107, 0.5761718749998934, 2.2900390625000533, 1.5625000000000533, 1.2451171875001066]"
126,"[6, 10, 45, 55, 58, 60, 63, 66, 68, 70, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 103, 104, 107, 109, 117, 121, 125, 137, 155, 166, 185, 205, 213]","[336.6411934065934, 345.3599, 358.833752173913, 335.563419047619, 365.96827088607597, 336.6178235294117, 339.6571564102564, 336.2754619047619, 337.12476153846154, 339.263661038961, 339.0099985074627, 337.7424555555556, 337.0473337349398, 387.4245859649123, 338.2372793814433, 339.5206275862069, 337.1555716332378, 337.92324278606964, 337.4843281690141, 339.0043, 337.53479130434783, 337.4647444444444, 336.9354386768448, 339.55971818181814, 337.64713548387095, 337.15805210084034, 338.3571, 340.9005746987952, 337.4229612244898, 336.2869440860215, 337.0669157894737, 336.74214864864865, 337.3769235294118, 338.95247011494257, 338.7775857142857, 336.0012176470588, 136.1794790697674, 345.7185588235294, 347.26919999999996, 347.35020588235295, 330.3258245283019, 415.5864129032257, 354.56513505154635]","[1.8164062499998934, 2.1826171875001066, 1.1767578125, 1.0351562500000533, 1.5771484374999467, 1.2402343750001066, 2.6123046875001066, 3.8720703124998934, 4.9267578125, 1.0742187500000533, 3.6523437499998934, 6.884765625, 5.595703124999947, 2.2705078125000533, 3.9404296875001066, 2.7539062500001066, 7.065429687499893, 7.866210937500107, 11.4208984375, 2.4218749999998934, 7.138671875, 5.151367187499947, 13.486328125000107, 1.5869140625, 5.932617187499947, 7.011718750000053, 4.770507812500107, 2.1435546874999467, 4.541015625000053, 6.289062500000053, 3.6083984374999467, 6.572265625000053, 2.9101562500001066, 1.7187499999999467, 2.0458984375, 1.9921875000001066, 1.3134765625000533, 2.6855468750000533, 1.5820312500000533, 3.8134765624998934, 1.9580078125000533, 1.4062500000000533, 1.4208984374998934]"
127,"[3, 6, 13, 14, 18, 19, 20, 22, 39, 50, 53, 54, 55, 59, 62, 65, 66, 67, 68, 70, 72, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 107, 108, 110, 111, 115, 117, 124, 157, 176, 186, 213, 214, 240]","[334.6895181818182, 336.66339999999997, 335.9897, 331.2912078014184, 389.76529999999997, 443.8533, 336.60595064935063, 347.2107575757576, 338.4116129032258, 384.7946857142857, 673.6122653061225, 335.61417647058823, 337.8709219512195, 337.10478947368415, 339.55866363636363, 336.85184285714286, 362.68722173913045, 336.8978676300578, 337.08244035087716, 338.1212853658536, 337.0525603773585, 337.38536464646467, 336.26335315315316, 337.2109330275229, 336.87054149377593, 336.54308205128206, -171.4537, 337.2238789473684, 346.5930363636364, 337.66422112676054, 343.025708045977, 337.4522422535211, 336.58722857142857, 538.3085814814815, 336.6299, 335.95248235294116, 337.8667075268817, 336.95029999999997, 336.5071566037736, 335.73663253012046, 336.60821653543303, 335.96425714285715, 336.2819, 335.99118617886177, 335.21987272727273, 351.24287272727275, 373.8607943396226, 350.05897692307695, 340.92474186046513, 334.51241025641025, 340.48178888888884]","[2.2216796875, 2.2509765625001066, 0.6982421874998934, 2.3242187500000533, 1.3867187499999467, 2.1337890625001066, 2.6269531249999467, 2.0117187499998934, 1.4062500000001066, 2.685546875, 1.4921875000000284, 2.4755859375000533, 3.3105468749999467, 1.8066406250001066, 0.6933593749999467, 2.4267578125, 2.822265625, 3.369140625, 2.8759765625001066, 3.9208984375, 5.747070312499947, 3.5351562499999467, 3.2128906249999467, 5.029296875, 5.014648437500107, 6.767578125, 5.0830078125, 2.2021484375000533, 3.3837890624999467, 1.8798828125001066, 1.8798828124998934, 8.959960937500107, 2.8027343749998934, 1.8798828124999467, 1.3525390625, 1.8945312499999467, 4.1796875, 2.0654296875000533, 1.69921875, 1.7724609374999467, 2.1337890624999467, 1.6210937500000533, 2.2753906249998934, 1.7480468750001066, 0.9130859374998934, 3.0175781249999467, 2.7880859375000533, 0.41015625, 1.3525390625000533, 2.5146484375, 2.0361328125000533]"
128,"[3, 6, 8, 12, 13, 18, 20, 25, 27, 45, 47, 53, 60, 61, 63, 65, 66, 67, 68, 72, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 102, 103, 104, 109, 110, 118, 124, 142, 151, 159, 166, 174, 176, 198, 214]","[335.52227627118646, 335.57782580645164, 348.6722894736842, 634.6796571428571, 653.7459666666667, 335.9095098360655, 337.0573299270073, 337.5896263157895, 334.41304, 228.27676666666667, 331.9818363636364, 336.56138095238094, 336.49521621621625, 335.45703684210525, 337.9366190082645, 336.4932964912281, 337.4514547169811, 336.68734335664334, 336.16526907216496, 337.4056234042553, 344.1537148148148, 336.648607079646, 337.6658945945946, 336.03297524752475, 336.9792074074074, 337.4009718146718, 339.41975945945944, 337.2155818181818, 337.1070855421687, 337.108994719472, 337.6557882352941, 336.9526979591837, 338.80444513274335, 336.9506, 337.8526, 372.2138773584906, 336.91190000000006, 336.4356633986928, 449.7661538461539, 334.6438820512821, 347.2107555555556, 348.6541864864864, 348.4631461538462, 346.47862820512825, 389.3811534883721, 345.1039857142857, 345.1823429906542, 341.7061960784314]","[0.9960937499999467, 3.4472656249998934, 3.4082031250000533, 1.54296875, 2.085449218749904, 1.6455078125000533, 7.924804687499947, 1.689453125, 3.8232421875001066, 1.2988281249999467, 1.7919921874998934, 1.5283203125000533, 1.9726562499998934, 5.761718749999947, 2.0166015625, 4.545898437499893, 3.6572265625, 2.5390625000001066, 2.4365234374999467, 4.619140625000107, 2.1337890625001066, 5.615234374999893, 5.317382812499893, 6.069335937500107, 1.962890625, 4.555664062499947, 1.1035156250000533, 5.747070312499893, 6.249999999999893, 8.359375000000053, 5.78125, 4.990234375000053, 2.3242187500001066, 4.765624999999893, 1.5234375000000533, 1.4453124999998934, 0.9374999999999467, 2.3828125, 1.2792968749998934, 2.2265624999998934, 1.3818359375, 1.1132812500001066, 6.1181640625, 2.7734374999998934, 0.7373046874998934, 1.8749999999998934, 1.9238281250000533, 1.6552734374998934]"
129,"[5, 6, 12, 18, 20, 25, 61, 63, 65, 66, 67, 68, 71, 72, 73, 74, 75, 78, 81, 83, 85, 86, 87, 88, 94, 96, 97, 102, 103, 110, 114, 122, 148, 152, 162, 166, 168, 216]","[340.0890188034188, 338.9903894736842, 335.7784161616162, 335.8898037037037, 336.74246046511627, 334.4423558139535, 336.3772295774648, 337.70969245283015, 361.3366047619048, 338.5893666666667, 336.54663810444873, 335.9494088082901, 340.2076591836734, 336.6326142857143, 337.36618205128207, 336.2526, 335.89346216216217, 337.92390810810815, 337.81932688172043, 337.6917028436019, 338.3299551724138, 337.89398986175115, 336.9623279069767, 337.1261205574913, 337.33702222222223, 336.4785878787879, 338.96317476635517, 360.41017446808513, 337.6814979591837, 336.3467015503876, 336.3168272727273, 363.879, 351.76000000000005, 348.48560000000003, 341.13586923076923, 348.9029736842105, 347.3642608695652, 380.47607027027027]","[2.8564453124998934, 2.79296875, 3.9306640624999467, 6.850585937500053, 3.4179687499999467, 4.179687499999947, 1.5332031249998934, 1.6015625000000533, 1.6552734374998934, 1.7285156249998934, 8.276367187499947, 3.7792968750001066, 0.5908203125001066, 8.359374999999893, 6.733398437500053, 2.6123046875001066, 4.672851562499893, 2.7929687499998934, 12.397460937500107, 4.833984375000107, 1.0351562499998934, 5.415039062499893, 7.919921875, 9.541015624999893, 7.499999999999947, 4.487304687500107, 1.6845703124998934, 1.7089843749999467, 4.55078125, 1.6064453124998934, 2.4072265625, 0.83984375, 1.6894531249998934, 0.5273437499998934, 2.275390625, 1.6503906249999467, 2.236328125, 1.6601562500000533]"
