,digitPMTID,digitTime,digitCharge
50,"[3, 9, 12, 13, 18, 24, 29, 58, 60, 62, 65, 66, 67, 68, 70, 71, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 104, 107, 108, 109, 111, 116, 118, 131, 143, 148, 157, 166, 186, 196, 206, 219, 228]","[337.26033157894733, 488.78181632653053, 335.74806213592234, 335.40576464646466, 373.4124486238532, 442.4712846153846, 414.97896849315066, 339.90922686567166, 335.02847368421055, 337.4287615384615, 337.87785789473685, 335.94645757575756, 338.0877731707317, 335.8255857142857, 338.0951, 338.2650488372093, 337.13796859504134, 338.05129999999997, 337.19791382113823, 337.29670253164556, 336.54169247311825, 338.1742646017699, 337.29198539325847, 338.3410431226766, 370.57070000000004, 337.0591506493506, 338.77660967741934, 337.53554482758625, 336.68811999999997, 337.46204736842105, 337.51343846153844, 337.7154284552846, 337.5163587548638, 368.77776229508197, 337.67943333333335, 336.3192142857143, 336.8787, 335.9372260869565, 340.5989333333333, 449.0417777777778, 344.2598897435897, 353.5867, 347.9200970873786, 346.50594482758623, 357.9790319148936, 346.89265675675676, 345.52619999999996, 333.26997142857147, 335.29016923076915, 64.1969888888889]","[1.15234375, 2.3974609375001066, 1.9726562500001066, 1.8310546874999467, 2.0458984375, 1.6308593750000533, 2.4999999999998934, 2.7490234375, 1.4501953125, 1.4697265625, 2.5000000000001066, 3.4912109375000533, 1.357421875, 2.24609375, 2.9687499999999467, 3.1250000000001066, 8.247070312499893, 3.955078125, 2.9541015624999467, 4.0087890625, 3.6572265625, 5.830078124999893, 4.194335937499947, 4.965820312499947, 2.2216796874999467, 14.624023437500107, 1.865234375, 1.2988281249999467, 5.161132812500107, 2.6123046874998934, 4.335937500000107, 3.7158203124998934, 5.766601562499947, 2.9589843749998934, 1.7480468750000533, 1.9775390625, 1.2548828125001066, 1.6162109375000533, 1.9628906249998934, 1.9140624999999467, 1.9287109375000533, 1.7724609375000533, 2.2509765625001066, 2.5292968749998934, 4.199218750000053, 4.3896484375, 1.4453125, 1.2695312499999467, 1.4257812500001066, 3.759765624999947]"
51,"[6, 8, 12, 17, 20, 25, 32, 54, 58, 59, 60, 65, 66, 67, 68, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 102, 103, 104, 106, 110, 118, 128, 130, 142, 162, 170, 171, 178, 193, 207, 213, 228]","[336.57705161290323, 336.424119047619, 333.7509935483871, 332.9921647058823, 335.59251836734694, 350.2831, 333.0190407407407, 345.2702765957447, 338.7361384615384, 338.313776119403, 335.9636511627907, 337.63589658119656, 337.40888181818184, 335.8107, 347.6343, 336.7539, 337.54118571428575, 337.13573191489365, 338.09012352941176, 337.35883030303035, 337.1641734693878, 337.5373172413793, 337.5098738831615, 336.5479084745763, 337.1287952380952, 338.7921875968992, 338.62062727272723, 336.7863510791367, 336.73251578947367, 337.6506294117647, 336.2591714285714, 335.92250163934426, 336.32930246913577, 336.655556097561, 336.06811904761906, 453.9130666666666, 346.96073333333334, 339.8991897435897, 535.423068852459, 345.6149823529412, 344.73461702127656, 349.2565, 347.25353768115946, 381.29907227722776, 345.8982454545454, 349.0127838709677, 476.7527315789473]","[3.7939453125001066, 1.4453125000000533, 3.9062500000000533, 1.689453125, 6.347656249999947, 1.4111328124999467, 1.9531249999998934, 1.474609375, 1.5820312500001066, 1.3232421875000533, 6.503906249999893, 1.7773437499998934, 4.926757812499947, 6.264648437500107, 3.88671875, 5.356445312499893, 2.5683593749998934, 2.3437499999998934, 1.5380859375001066, 1.8310546874999467, 10.854492187499947, 5.224609375, 5.2685546875, 4.0380859375, 6.645507812499893, 3.6523437500000533, 1.9921875000001066, 4.208984374999947, 10.405273437500053, 4.467773437499947, 1.0595703125001066, 7.211914062500107, 2.3632812500001066, 3.037109375, 2.2656249999998934, 2.2949218750001066, 2.6806640624999467, 2.3632812499999467, 1.4160156249999467, 1.5625000000000533, 1.5869140624998934, 1.4599609374998934, 2.8564453125001066, 2.05078125, 1.3330078125001066, 2.626953125, 1.4355468750000533]"
52,"[3, 17, 20, 22, 58, 59, 60, 61, 71, 72, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 96, 97, 99, 101, 102, 103, 104, 109, 116, 153, 166, 172, 188, 208, 214]","[335.81167350993377, 333.46275294117646, 335.60750909090905, 350.6267808219178, 340.2590897959183, 366.341, 336.1823333333333, 337.7495727272727, 337.768187394958, 337.0551926829268, 338.12623333333335, 336.56240338983054, 337.5089623376623, 337.2105465116279, 337.77510578512397, 337.6367615384615, 337.34862618025755, 336.7328166666667, 337.0196855072464, 338.47140244648324, 337.4638, 337.15860326797383, 337.98707241379304, 337.2179701754386, 341.7550444444445, 337.16784183006536, 336.25235350318474, 337.06870000000004, 343.29675789473686, 345.06969743589747, 351.4239761904762, 329.2681105263158, 345.0325674418605, 333.4275333333333, 336.4053333333334]","[3.8720703125, 1.9921875, 3.994140625, 2.3632812499998934, 3.88671875, 1.0888671874999467, 1.4355468750000533, 1.0595703124999467, 2.4072265625000533, 3.76953125, 2.6025390625001066, 9.707031250000107, 8.276367187500107, 6.313476562499947, 6.298828125, 1.0205078125001066, 7.119140624999947, 7.021484374999947, 7.753906249999947, 9.4873046875, 2.4951171875, 3.4277343749999467, 1.6308593750001066, 3.6718749999999467, 2.4169921874999467, 5.991210937500107, 4.1552734375, 1.85546875, 1.1523437499999467, 1.9287109374999467, 1.845703125, 2.6416015625000533, 2.2851562499998934, 2.4462890625, 2.24609375]"
53,"[3, 12, 13, 20, 23, 50, 51, 52, 58, 59, 60, 63, 66, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 96, 97, 101, 102, 103, 104, 105, 107, 111, 114, 115, 116, 123, 165, 195, 197, 202]","[336.25125555555553, 335.3143, 376.38466585365853, 335.8095411764706, 343.11917837837836, 334.6543130434783, 349.6566285714286, 341.26328108108106, 335.91954845360823, 336.17566666666664, 344.494, 339.4207947368421, 336.07596315789476, 551.3457724637681, 337.08796666666666, 337.830096039604, 336.8764238095238, 337.67077214611874, 337.7542, 338.01000967741936, 338.7204153846154, 337.74341262135925, 337.1961137254902, 338.7325068965517, 337.56732702702703, 337.8026380952381, 337.41426164383563, 337.4015069597069, 337.3918490797546, 338.95341578947364, 336.2641857142857, 336.1467421319797, 337.868324137931, 336.17379850746266, 344.2934755102041, 340.4987956521739, 344.3594550458716, 336.3666806451613, 335.9151559139785, 339.15526666666665, 380.7330284552845, 346.5376666666668, 358.02870000000013, 346.2404444444444, 342.526375]","[1.3818359374999467, 1.9140625000000533, 1.3671875000001066, 5.468749999999893, 1.7822265625, 1.5869140625, 2.0556640624999467, 2.2900390625001066, 2.1923828125000533, 2.6220703125, 2.1142578125000533, 2.1289062500000533, 1.7382812499998934, 2.3681640625001066, 2.3730468750001066, 1.3916015625001066, 5.810546875000107, 4.257812499999947, 6.6552734375, 7.705078124999893, 4.033203124999947, 2.1142578124998934, 4.868164062500107, 2.0703125, 5.834960937499893, 5.991210937500053, 6.943359375, 14.091796875000107, 7.324218749999893, 1.1230468750001066, 2.0458984375000533, 4.6337890625, 0.9521484375000533, 3.1933593750001066, 2.3730468750000533, 1.8359375000001066, 3.0419921875000533, 1.5185546874998934, 2.2412109375, 2.4511718749999467, 2.1484375000001066, 0.8398437499998934, 0.9423828124999467, 1.3037109375000533, 2.9492187499998934]"
54,"[8, 12, 20, 25, 49, 53, 54, 60, 61, 65, 67, 68, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 99, 101, 103, 104, 107, 109, 155, 157, 178, 219]","[335.32775, 355.96002580645165, 339.2386253164557, 335.5707483516484, 341.22631538461536, 335.6003513513514, 341.87515384615386, 336.51149999999996, 336.1770826086956, 337.3069292993631, 374.4469790697674, 336.543121192053, 338.23410243902435, 336.88694356435644, 338.56370697674424, 337.49847101449274, 337.68179999999995, 337.7192411764706, 337.51185963302754, 338.81545309734514, 337.52559156626506, 337.32590256410253, 362.69222702702706, 336.2605536231884, 338.3729461538461, 336.5755923076923, 453.86418571428567, 336.87189411764706, 336.5941557377049, 335.0803222222222, 337.89536666666663, -60.831709090909115, 382.38944615384617, 346.9429, 340.52004516129034]","[1.8115234374998934, 2.0654296874998934, 2.4267578125000533, 1.3818359374999467, 2.1289062500000533, 1.9824218749999467, 1.6845703124999467, 2.1386718750001066, 1.8164062500001066, 5.732421875000053, 0.7617187500001066, 5.151367187500107, 1.1474609375000533, 3.9697265625, 1.6210937499998934, 5.327148437500107, 6.586914062500053, 4.360351562499893, 6.025390624999893, 1.5478515625001066, 11.088867187500107, 7.5732421875, 2.5292968749998934, 2.0849609375, 4.194335937500107, 1.5917968750000533, 1.9189453125001066, 1.5283203125, 1.8798828124998934, 1.0986328125, 1.6406250000001066, 1.7089843750001066, 1.7431640625, 3.0322265624999467, 2.1484374999998934]"
55,"[13, 18, 20, 22, 25, 49, 58, 60, 61, 62, 66, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 94, 96, 97, 102, 103, 107, 113, 115, 117, 121, 122, 143, 152, 167, 180, 186, 224, 234, 238]","[335.76288620689655, 335.96111754385964, 337.2441471698113, 350.70429133858266, 343.8991, 336.5417, 344.1559333333333, 336.7326363636364, 342.3313909090909, 337.86363333333327, 337.1700333333333, 337.4246777777778, 337.3670081081081, 337.8084978723404, 337.8795722513089, 337.259105785124, 338.6827988505747, 338.18128148148145, 337.6116846153846, 337.82675574229694, 337.37429550561797, 336.79260906148863, 344.5452, 336.630674617737, 336.7903116788321, 344.59902105263154, 336.6232666666666, 336.6650135802469, 342.98419574468085, 335.51475581395346, 340.07753357664234, 338.0746555555555, 440.77526890756303, 350.91129574468084, 347.06143333333335, 345.1922846153846, 329.9760438202247, 345.66055116279074, 372.47203333333334, 337.00682857142857, 343.55383333333316]","[2.4951171874998934, 1.5527343749998934, 3.6669921874998934, 2.0068359375000533, 0.7324218750001066, 1.5527343749999467, 1.4355468750001066, 1.7041015625000533, 2.294921875, 0.7373046875001066, 1.8945312499998934, 4.658203124999893, 2.6708984374998934, 6.552734374999947, 4.4384765625, 5.351562499999947, 5.283203124999947, 3.2080078125001066, 4.1357421875, 6.225585937500053, 3.8378906249999467, 7.031250000000053, 4.423828125, 13.081054687499893, 2.7636718749998934, 0.6835937500000533, 0.9619140625000533, 2.1435546874999467, 2.2070312500001066, 1.0888671875, 2.2802734375, 1.5478515625000533, 1.8115234374999467, 2.0947265625, 1.8457031250000533, 2.5878906250000533, 2.2216796875001066, 1.1328124999999467, 1.7480468750000533, 1.220703125, 0.9814453125001066]"
56,"[2, 18, 20, 42, 50, 52, 53, 58, 60, 61, 66, 67, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 115, 116, 136, 145, 147, 165, 174, 203, 214, 224, 236]","[335.2158636363637, 337.4116342465753, 340.49088571428564, 336.0978442622951, 187.06491612903227, 335.68706486486485, 335.91609677419353, 337.58643673469385, 408.4772089552239, 336.1441848167539, 339.49336666666665, 336.48209240506327, 337.57743211009176, 336.80876540084387, 338.2600619047619, 337.91891111111113, 336.31137719298243, 336.6923, 337.8286529411765, 339.0300872340426, 338.1354073800738, 337.4037566037736, 336.9030709030101, 337.07637845117847, 336.5936407079646, 337.40805238095237, 336.98190000000005, 337.23787272727265, 336.79898805970146, 340.0030238095238, 342.5619, 357.1669333333334, 345.98792418300656, 260.2623979381443, 346.53313448275867, 334.40245945945946, 348.04883265306125, 343.0088999999999, 204.07893333333334, 344.44756956521735, 344.6230272727273]","[2.2265624999998934, 1.586914062499947, 1.7529296875001066, 1.923828125, 2.4804687500000533, 1.1328125, 0.8984375000000533, 1.2597656250001066, 1.8310546874998934, 3.3935546875, 0.8398437500000533, 2.4609375, 3.0615234374999467, 10.156250000000107, 1.1572265624998934, 0.8105468750000533, 6.235351562500053, 6.762695312500107, 1.5380859375, 0.6298828125, 3.935546875000106, 5.971679687499947, 8.798828124999947, 9.965820312500107, 9.829101562500053, 3.6669921875001066, 2.9492187499999467, 1.5722656250000533, 2.8613281249999467, 1.5527343749998934, 1.5966796874998934, 0.6396484374998934, 2.2558593749999467, 1.9189453125, 1.2646484374998934, 2.1386718750001066, 1.4404296874999467, 0.9814453125001066, 1.3476562499998934, 1.9970703125001066, 2.4169921874999467]"
57,"[6, 13, 18, 20, 54, 55, 60, 61, 65, 66, 67, 68, 70, 72, 73, 74, 75, 80, 81, 83, 86, 87, 88, 94, 96, 97, 101, 102, 104, 108, 110, 116, 122, 165, 184, 193, 201, 207, 219]","[389.0788857142857, 343.4457516129032, 336.56948461538457, 336.8313826086956, 336.909, 336.9134470588235, 336.49364788732396, 335.9454496062992, 336.9697, 338.7192714285714, 337.23376569343066, 336.00478888888887, 339.8647, 336.78510895522385, 337.70476872586875, 336.79559877300613, 338.16397015706804, 337.3980172413793, 337.8105234042553, 349.59395957446804, 368.0314186915888, 337.72693529411765, 336.8855974683545, 337.67853333333335, 338.25673854748607, 336.97772068965514, 337.23635161290326, 336.8188352941176, 336.7223888888889, 337.37410606060604, 466.9106149425287, 343.4439092783505, 342.9922753623189, 329.4413908045977, 373.65116666666665, 345.44882747252746, 346.8846048780488, 290.14965744680853, 340.2341368421053]","[2.177734375, 1.2158203125000533, 4.418945312500107, 0.9912109375001066, 0.6494140625000533, 3.6669921875, 3.7109374999999467, 2.2021484375001066, 1.9580078125, 2.9443359375000533, 2.7685546875000533, 6.284179687499947, 1.7480468749998934, 1.9140625000001066, 5.166015625000053, 6.7724609375, 5.351562499999893, 7.563476562500107, 7.431640624999947, 2.9101562500001066, 2.099609375, 2.3388671875001066, 7.3828125, 2.9541015625000533, 3.1933593749998934, 3.2275390625000533, 3.544921875, 4.677734375000107, 4.169921874999947, 0.8203125000001066, 2.1240234374999467, 2.7294921875001066, 1.6992187499998934, 1.8261718750000533, 1.2255859375000533, 1.630859375, 1.4355468749999467, 1.4550781249998934, 2.0166015624998934]"
58,"[0, 3, 6, 13, 17, 25, 65, 66, 67, 68, 71, 73, 74, 75, 80, 81, 83, 85, 87, 91, 94, 96, 99, 101, 102, 103, 105, 115, 118, 119, 121, 129, 151, 173, 180, 203, 210]","[333.6924814814815, 336.1049549019608, 336.70938260869565, 342.0212718309859, 333.13048, 335.5980898989899, 338.00030000000004, 351.18387647058825, 337.3480913043478, 337.79994705882353, 337.6993402877698, 336.9201048192771, 336.57056363636366, 336.7330529880478, 337.8233099173554, 337.8534842105263, 337.60601014492755, 338.6095307692308, 337.257774829932, 358.81960212765955, 357.0352, 337.0693525114155, 336.1934384615385, 337.8641857142857, 336.6606, 337.15374285714284, 337.58568591549295, 334.97149999999993, 446.9623529411765, 336.5466, 335.3389918918919, 346.1611428571429, 331.0339068965517, 356.36394594594594, 347.3025285714285, 528.2483434782608, 346.18786666666665]","[0.9130859375, 1.8749999999999467, 5.981445312499947, 2.9394531250000533, 2.5048828124999467, 3.0175781249999467, 1.6943359375001066, 1.4990234374998934, 2.6660156250000533, 1.4355468749999467, 3.5253906250000533, 7.060546875, 5.825195312500053, 11.752929687499893, 3.7158203124999467, 6.381835937499893, 7.143554687499947, 1.728515625, 2.1679687500001066, 1.8896484375000533, 5.2099609375, 8.627929687500053, 2.1386718749998934, 4.936523437499893, 2.0849609374998934, 5.297851562499947, 1.9873046874999467, 1.0693359375000533, 0.7568359374999467, 2.6025390624998934, 1.8017578125, 1.9970703124999467, 2.2070312500001066, 2.5488281250000533, 0.9619140625000533, 1.5869140625000533, 1.8701171874999467]"
59,"[3, 5, 12, 13, 14, 20, 55, 59, 61, 65, 66, 67, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 103, 104, 107, 109, 115, 131, 169, 178, 184, 203, 214, 215, 219, 235]","[336.1770023255814, 355.6692559139785, 334.79301621621624, 335.91644285714284, 330.0220894736842, 336.69650610328637, 336.8658621118012, 336.0901320754716, 340.74400212765954, 336.29332068965516, -60.01245789473685, 337.0627588235294, 336.4153684684685, 341.60096896551727, 336.44794834437084, 337.24509310344826, 338.2404153846154, 337.0400847750865, 337.41846666666663, 337.6640510040161, 398.28377168141594, 337.25622338530064, 337.4066979591837, 341.4115842105263, 336.9132717488789, 338.0425169811321, 337.09779182389934, 337.4803444444444, 337.1005976744186, 337.0799023255814, 337.9131217391305, 338.2353934911243, 336.7246734265735, 336.80736666666667, 335.56234337349395, 346.82071558441555, 371.8615, 381.67067215189877, 346.8255909090909, 346.90656760563377, 342.00807920792084, 387.0400154362416, 337.41495555555554, 346.55666470588244]","[1.5771484375001066, 1.4453124999999467, 1.7919921874999467, 3.6669921874998934, 4.282226562499947, 4.335937499999893, 2.0703125000001066, 1.2890625000001066, 1.5234374999999467, 2.2412109374999467, 1.6992187500000533, 10.297851562500053, 2.3974609374999467, 1.4111328124998934, 6.835937499999947, 5.424804687500107, 1.4697265624999467, 13.403320312500107, 3.8769531250000533, 6.435546874999893, 2.75390625, 8.388671874999947, 9.521484375000107, 1.875, 6.757812499999947, 4.169921874999947, 4.062499999999947, 3.1249999999999467, 1.1523437500001066, 3.408203125, 2.1093749999998934, 4.1552734375, 2.6904296874998934, 10.17578125, 2.4023437499999467, 1.8408203125001066, 2.0458984375000533, 2.6513671875000533, 1.3232421874999467, 2.0996093750000533, 2.0849609374999467, 2.5488281250000533, 2.7636718750001066, 1.6552734374998934]"
60,"[2, 3, 6, 22, 23, 50, 55, 60, 62, 63, 66, 67, 68, 71, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 104, 108, 109, 110, 114, 115, 117, 124, 127, 144, 149, 172, 173]","[344.88838888888887, 335.4577, 335.8775090909091, 344.46274774774776, 336.1376979591837, 336.4519254237289, 335.7711424657534, 337.5275714285714, 335.698222705314, 337.52804285714285, 338.6792714285713, 337.23134516129033, 376.1130692307692, 337.6694989949749, 337.2832333333333, 336.8745956043956, 337.7505, 337.7061703703704, 337.7214090909091, 337.0923797101449, 337.5361039215686, 338.7428149700599, 338.7974, 337.45315810055865, 338.17559310344825, 337.45662857142855, 338.1859818181818, 336.94774864864866, 337.18500204081636, 337.43666060606057, 336.89954651162793, 335.3308493975903, 359.2155070175438, 336.15383333333324, 340.39022244897956, 335.5788469387755, 455.7214690140845, 342.7431882352941, 343.53497317073175, 364.5645207207207, 347.4514444444444, 329.3745666666666, 344.413]","[1.5039062500000533, 1.015625, 3.8476562499999467, 1.7626953125, 3.9648437500000533, 1.0400390624998934, 2.1435546875, 4.287109375, 4.257812500000053, 4.916992187499947, 0.4931640625001066, 1.7041015624999467, 2.5097656250001066, 5.166015625000107, 5.058593750000053, 6.328124999999893, 1.1132812499999467, 1.7382812499999467, 1.9628906250000533, 7.153320312500053, 10.522460937500053, 2.20703125, 1.8798828124999467, 4.736328124999893, 9.594726562500107, 6.30859375, 8.818359375, 5.019531249999893, 1.9677734375, 2.3730468750001066, 4.5166015625, 1.6308593750001066, 1.7187499999999467, 1.3720703125001066, 1.0595703125, 0.7958984375001066, 1.967773437499947, 2.3193359375000533, 2.8369140625, 1.4746093750000533, 1.4404296875001066, 2.8320312499999467, 1.8994140625001066]"
